PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22217385","Linguistic rhythm guides parsing decisions in written sentence comprehension","Kentner G.","Cognition. 2012 Apr;123(1):1-20. doi: 10.1016/j.cognition.2011.11.012. Epub 2012 Jan 3.","Kentner G","Cognition","2012","2012/01/06","","","10.1016/j.cognition.2011.11.012"
"27323804","Children's on-line processing of epistemic modals","Moscati V, Zhan L, Zhou P.","J Child Lang. 2017 Sep;44(5):1025-1040. doi: 10.1017/S0305000916000313. Epub 2016 Jun 21.","Moscati V","J Child Lang","2017","2016/06/22","","","10.1017/S0305000916000313"
"24602888","Visual neuroscience: a binocular advantage for word processing during reading","Paterson K.","Curr Biol. 2014 Mar 3;24(5):R204-6. doi: 10.1016/j.cub.2014.01.045.","Paterson K","Curr Biol","2014","2014/03/08","","","10.1016/j.cub.2014.01.045"
"23336537","Why does the APA recommend the use of serif fonts?","Perea M.","Psicothema. 2013 Feb;25(1):13-7. doi: 10.7334/psicothema2012.141.","Perea M","Psicothema","2013","2013/01/23","","","10.7334/psicothema2012.141"
"23697393","Online processing of novel noun-noun compounds: eye movement evidence","Cohen AL, Staub A.","Q J Exp Psychol (Hove). 2014;67(1):147-65. doi: 10.1080/17470218.2013.796398. Epub 2013 May 22.","Cohen AL","Q J Exp Psychol (Hove)","2014","2013/05/24","","","10.1080/17470218.2013.796398"
"24678729","Parafoveal preview benefit in unspaced and spaced Chinese reading","Cui L, Drieghe D, Bai X, Yan G, Liversedge SP.","Q J Exp Psychol (Hove). 2014;67(11):2172-88. doi: 10.1080/17470218.2014.909858. Epub 2014 May 6.","Cui L","Q J Exp Psychol (Hove)","2014","2014/04/01","","","10.1080/17470218.2014.909858"
"22037846","Psychological essentialist reasoning and perspective taking during reading: a donkey is not a zebra, but a plate can be a clock","Frisson S, Wakefield M.","Mem Cognit. 2012 Feb;40(2):297-310. doi: 10.3758/s13421-011-0153-5.","Frisson S","Mem Cognit","2012","2011/11/01","","","10.3758/s13421-011-0153-5"
"26043805","Conditional sentences create a blind spot in theory of mind during narrative comprehension","Haigh M, Bonnefon JF.","Acta Psychol (Amst). 2015 Sep;160:194-201. doi: 10.1016/j.actpsy.2015.05.009. Epub 2015 Jun 2.","Haigh M","Acta Psychol (Amst)","2015","2015/06/06","","","10.1016/j.actpsy.2015.05.009"
"22428669","Evidence for delayed parafoveal-on-foveal effects from word n+2 in reading","Risse S, Kliegl R.","J Exp Psychol Hum Percept Perform. 2012 Aug;38(4):1026-42. doi: 10.1037/a0027735. Epub 2012 Mar 19.","Risse S","J Exp Psychol Hum Percept Perform","2012","2012/03/21","","","10.1037/a0027735"
"21955151","The hyphen as a segmentation cue in triconstituent compound processing: it's getting better all the time","Bertram R, Kuperman V, Baayen RH, Hyönä J.","Scand J Psychol. 2011 Dec;52(6):530-44. doi: 10.1111/j.1467-9450.2011.00914.x. Epub 2011 Sep 28.","Bertram R","Scand J Psychol","2011","2011/09/30","","","10.1111/j.1467-9450.2011.00914.x"
"26296695","Exploring Temporal Progression of Events Using Eye Tracking","Welke T, Raisig S, Hagendorf H, van der Meer E.","Cogn Sci. 2016 Jul;40(5):1224-50. doi: 10.1111/cogs.12272. Epub 2015 Aug 22.","Welke T","Cogn Sci","2016","2015/08/23","","","10.1111/cogs.12272"
"30817789","An investigation of parafoveal masks with the incremental boundary paradigm","Hutzler F, Schuster S, Marx C, Hawelka S.","PLoS One. 2019 Feb 28;14(2):e0203013. doi: 10.1371/journal.pone.0203013. eCollection 2019.","Hutzler F","PLoS One","2019","2019/03/01","PMC6394947","","10.1371/journal.pone.0203013"
"27271881","It's Harder to Break a Relationship When you Commit Long","Arai M, Nakamura C.","PLoS One. 2016 Jun 6;11(6):e0156482. doi: 10.1371/journal.pone.0156482. eCollection 2016.","Arai M","PLoS One","2016","2016/06/09","PMC4894567","","10.1371/journal.pone.0156482"
"22774853","Prosodic boundaries delay the processing of upcoming lexical information during silent sentence reading","Luo Y, Yan M, Zhou X.","J Exp Psychol Learn Mem Cogn. 2013 May;39(3):915-30. doi: 10.1037/a0029182. Epub 2012 Jul 9.","Luo Y","J Exp Psychol Learn Mem Cogn","2013","2012/07/11","","","10.1037/a0029182"
"21761994","(No) small adults: children's processing of carry addition problems","Moeller K, Klein E, Nuerk HC.","Dev Neuropsychol. 2011;36(6):702-20. doi: 10.1080/87565641.2010.549880.","Moeller K","Dev Neuropsychol","2011","2011/07/19","","","10.1080/87565641.2010.549880"
"21850485","How readers spontaneously interpret man-suffix words: evidence from eye movements","Khan M, Daneman M.","J Psycholinguist Res. 2011 Dec;40(5-6):351-66. doi: 10.1007/s10936-011-9173-3.","Khan M","J Psycholinguist Res","2011","2011/08/19","","","10.1007/s10936-011-9173-3"
"23087416","An iPad app as a low-vision aid for people with macular disease","Walker R.","Br J Ophthalmol. 2013 Jan;97(1):110-2. doi: 10.1136/bjophthalmol-2012-302415. Epub 2012 Oct 19.","Walker R","Br J Ophthalmol","2013","2012/10/23","","","10.1136/bjophthalmol-2012-302415"
"23702917","Revisiting effects of contextual strength on the subordinate bias effect: evidence from eye movements","Colbert-Getz J, Cook AE.","Mem Cognit. 2013 Nov;41(8):1172-84. doi: 10.3758/s13421-013-0328-3.","Colbert-Getz J","Mem Cognit","2013","2013/05/25","","","10.3758/s13421-013-0328-3"
"22921187","Eye gaze reveals a fast, parallel extraction of the syntax of arithmetic formulas","Schneider E, Maruyama M, Dehaene S, Sigman M.","Cognition. 2012 Dec;125(3):475-90. doi: 10.1016/j.cognition.2012.06.015. Epub 2012 Aug 23.","Schneider E","Cognition","2012","2012/08/28","","","10.1016/j.cognition.2012.06.015"
"23404612","Reading time data for evaluating broad-coverage models of English sentence processing","Frank SL, Fernandez Monsalve I, Thompson RL, Vigliocco G.","Behav Res Methods. 2013 Dec;45(4):1182-90. doi: 10.3758/s13428-012-0313-y.","Frank SL","Behav Res Methods","2013","2013/02/14","","","10.3758/s13428-012-0313-y"
"24707785","Preview benefit in English spaced compounds","Cutter MG, Drieghe D, Liversedge SP.","J Exp Psychol Learn Mem Cogn. 2014 Nov;40(6):1778-86. doi: 10.1037/xlm0000013. Epub 2014 Apr 7.","Cutter MG","J Exp Psychol Learn Mem Cogn","2014","2014/04/09","","","10.1037/xlm0000013"
"21355667","Seeing a phrase ""time and again"" matters: the role of phrasal frequency in the processing of multiword sequences","Siyanova-Chanturia A, Conklin K, van Heuven WJ.","J Exp Psychol Learn Mem Cogn. 2011 May;37(3):776-84. doi: 10.1037/a0022531.","Siyanova-Chanturia A","J Exp Psychol Learn Mem Cogn","2011","2011/03/02","","","10.1037/a0022531"
"21767046","The sentence-composition effect: processing of complex sentences depends on the configuration of common noun phrases versus unusual noun phrases","Johnson ML, Lowder MW, Gordon PC.","J Exp Psychol Gen. 2011 Nov;140(4):707-24. doi: 10.1037/a0024333.","Johnson ML","J Exp Psychol Gen","2011","2011/07/20","","","10.1037/a0024333"
"21637943","Systematic influence of gaze position on pupil size measurement: analysis and correction","Gagl B, Hawelka S, Hutzler F.","Behav Res Methods. 2011 Dec;43(4):1171-81. doi: 10.3758/s13428-011-0109-5.","Gagl B","Behav Res Methods","2011","2011/06/04","PMC3218283","","10.3758/s13428-011-0109-5"
"22369254","Lexical and sublexical semantic preview benefits in Chinese reading","Yan M, Zhou W, Shu H, Kliegl R.","J Exp Psychol Learn Mem Cogn. 2012 Jul;38(4):1069-75. doi: 10.1037/a0026935. Epub 2012 Feb 27.","Yan M","J Exp Psychol Learn Mem Cogn","2012","2012/02/29","","","10.1037/a0026935"
"28139718","Foveal processing difficulty does not affect parafoveal preprocessing in young readers","Marx C, Hawelka S, Schuster S, Hutzler F.","Sci Rep. 2017 Jan 31;7:41602. doi: 10.1038/srep41602.","Marx C","Sci Rep","2017","2017/02/01","PMC5282480","","10.1038/srep41602"
"22996322","Fixation positions after skipping saccades: a single space makes a large difference","Krügel A, Vitu F, Engbert R.","Atten Percept Psychophys. 2012 Nov;74(8):1556-61. doi: 10.3758/s13414-012-0365-1.","Krügel A","Atten Percept Psychophys","2012","2012/09/22","PMC3514692","","10.3758/s13414-012-0365-1"
"21422554","Right visual field attentional bias in reading in children and adults","Riva M, Siéroff E.","Behav Neurol. 2010;23(4):199-201. doi: 10.3233/BEN-2010-0294.","Riva M","Behav Neurol","2010","2011/03/23","PMC5434385","","10.3233/BEN-2010-0294"
"20364931","Testing for lexical competition during reading: fast priming with orthographic neighbors","Nakayama M, Sears CR, Lupker SJ.","J Exp Psychol Hum Percept Perform. 2010 Apr;36(2):477-92. doi: 10.1037/a0016800.","Nakayama M","J Exp Psychol Hum Percept Perform","2010","2010/04/07","","","10.1037/a0016800"
"23128582","The role of hyphens at the constituent boundary in compound word identification","Bertram R, Hyönä J.","Exp Psychol. 2013;60(3):157-63. doi: 10.1027/1618-3169/a000183.","Bertram R","Exp Psychol","2013","2012/11/07","","","10.1027/1618-3169/a000183"
"21895396","Phonological typicality influences sentence processing in predictive contexts: reply to Staub, Grant, Clifton, and Rayner (2009)","Farmer TA, Monaghan P, Misyak JB, Christiansen MH.","J Exp Psychol Learn Mem Cogn. 2011 Sep;37(5):1318-25. doi: 10.1037/a0023063.","Farmer TA","J Exp Psychol Learn Mem Cogn","2011","2011/09/08","","","10.1037/a0023063"
"21895397","Still no phonological typicality effect on word reading time (and no good explanation of one, either): a rejoinder to Farmer, Monaghan, Misyak, and Christiansen","Staub A, Grant M, Clifton C, Rayner K.","J Exp Psychol Learn Mem Cogn. 2011 Sep;37(5):1326-8. doi: 10.1037/a0024193.","Staub A","J Exp Psychol Learn Mem Cogn","2011","2011/09/08","PMC3618979","NIHMS430115","10.1037/a0024193"
"26059082","Individual differences in the perceptual span during reading: evidence from the moving window technique","Choi W, Lowder MW, Ferreira F, Henderson JM.","Atten Percept Psychophys. 2015 Oct;77(7):2463-75. doi: 10.3758/s13414-015-0942-1.","Choi W","Atten Percept Psychophys","2015","2015/06/11","","","10.3758/s13414-015-0942-1"
"24041397","Parafoveal preprocessing in reading revisited: evidence from a novel preview manipulation","Gagl B, Hawelka S, Richlan F, Schuster S, Hutzler F.","J Exp Psychol Learn Mem Cogn. 2014 Mar;40(2):588-95. doi: 10.1037/a0034408. Epub 2013 Sep 16.","Gagl B","J Exp Psychol Learn Mem Cogn","2014","2013/09/18","","","10.1037/a0034408"
"20731511","Parafoveal load of word N+1 modulates preprocessing effectiveness of word N+2 in Chinese reading","Yan M, Kliegl R, Shu H, Pan J, Zhou X.","J Exp Psychol Hum Percept Perform. 2010 Dec;36(6):1669-76. doi: 10.1037/a0019329.","Yan M","J Exp Psychol Hum Percept Perform","2010","2010/08/25","","","10.1037/a0019329"
"23088508","Extraction of linguistic information from successive words during reading: evidence for spatially distributed lexical processing","Wang CA, Inhoff AW.","J Exp Psychol Hum Percept Perform. 2013 Jun;39(3):662-77. doi: 10.1037/a0030242. Epub 2012 Oct 22.","Wang CA","J Exp Psychol Hum Percept Perform","2013","2012/10/24","","","10.1037/a0030242"
"21922787","An eye movement study for identification of suitable font characters for presentation on a computer screen","Banerjee J, Majumdar D, Majumdar D, Pal MS.","J Hum Ergol (Tokyo). 2010 Jun;39(1):15-21.","Banerjee J","J Hum Ergol (Tokyo)","2010","2011/09/20","","",""
"21261631","Testing an assumption of the E-Z Reader model of eye-movement control during reading: using event-related potentials to examine the familiarity check","Reichle ED, Tokowicz N, Liu Y, Perfetti CA.","Psychophysiology. 2011 Jul;48(7):993-1003. doi: 10.1111/j.1469-8986.2011.01169.x. Epub 2011 Jan 24.","Reichle ED","Psychophysiology","2011","2011/01/26","","","10.1111/j.1469-8986.2011.01169.x"
"25387041","Effects of inference demands and structural complexity on transitive inference processing: comment on Lee and Kwon (2013) (.)","Kwon N.","Percept Mot Skills. 2014 Dec;119(3):758-63. doi: 10.2466/22.24.PMS.119c29z1.","Kwon N","Percept Mot Skills","2014","2014/11/12","","","10.2466/22.24.PMS.119c29z1"
"22512324","Interpreting conjoined noun phrases and conjoined clauses: collective versus distributive preferences","Clifton C Jr, Frazier L.","Q J Exp Psychol (Hove). 2012;65(9):1760-76. doi: 10.1080/17470218.2012.667425. Epub 2012 Apr 18.","Clifton C Jr","Q J Exp Psychol (Hove)","2012","2012/04/20","PMC3430811","NIHMS387079","10.1080/17470218.2012.667425"
"25911574","Visually complex foveal words increase the amount of parafoveal information acquired","Yan M.","Vision Res. 2015 Jun;111(Pt A):91-6. doi: 10.1016/j.visres.2015.03.025. Epub 2015 Apr 22.","Yan M","Vision Res","2015","2015/04/26","","","10.1016/j.visres.2015.03.025"
"23432659","Using reinforcement learning to examine dynamic attention allocation during reading","Liu Y, Reichle ED, Gao DG.","Cogn Sci. 2013 Nov-Dec;37(8):1507-40. doi: 10.1111/cogs.12027. Epub 2013 Feb 21.","Liu Y","Cogn Sci","2013","2013/02/26","","","10.1111/cogs.12027"
"21496464","Optimal viewing position effects in reading Finnish","Hyönä J, Bertram R.","Vision Res. 2011 Jun 1;51(11):1279-87. doi: 10.1016/j.visres.2011.04.004. Epub 2011 Apr 8.","Hyönä J","Vision Res","2011","2011/04/19","","","10.1016/j.visres.2011.04.004"
"22060141","Parafoveal processing of transposed-letter words and nonwords: evidence against parafoveal lexical activation","Johnson RL, Dunne MD.","J Exp Psychol Hum Percept Perform. 2012 Feb;38(1):191-212. doi: 10.1037/a0025983. Epub 2011 Nov 7.","Johnson RL","J Exp Psychol Hum Percept Perform","2012","2011/11/09","","","10.1037/a0025983"
"26232195","Remember down, look down, read up: Does a word modulate eye trajectory away from remembered location?","Janyan A, Vankov I, Tsaregorodtseva O, Miklashevsky A.","Cogn Process. 2015 Sep;16 Suppl 1:259-63. doi: 10.1007/s10339-015-0718-5.","Janyan A","Cogn Process","2015","2015/08/02","","","10.1007/s10339-015-0718-5"
"23416868","Optimal viewing position effects in the processing of isolated Chinese words","Liu P, Li X.","Vision Res. 2013 Apr 5;81:45-57. doi: 10.1016/j.visres.2013.02.004. Epub 2013 Feb 15.","Liu P","Vision Res","2013","2013/02/19","","","10.1016/j.visres.2013.02.004"
"21557026","The influence of number of syllables on word skipping during reading","Fitzsimmons G, Drieghe D.","Psychon Bull Rev. 2011 Aug;18(4):736-41. doi: 10.3758/s13423-011-0105-x.","Fitzsimmons G","Psychon Bull Rev","2011","2011/05/11","","","10.3758/s13423-011-0105-x"
"20493204","The effective fusional range for words in a natural viewing situation","Blythe HI, Liversedge SP, Findlay JM.","Vision Res. 2010 Jul 21;50(16):1559-70. doi: 10.1016/j.visres.2010.05.011. Epub 2010 May 20.","Blythe HI","Vision Res","2010","2010/05/25","","","10.1016/j.visres.2010.05.011"
"26562923","Metaphorical Salience in Artistic Text Processing: Evidence From Eye Movement","Novikova EG, Janyan A, Tsaregorodtseva OV.","Perception. 2015;44(8-9):1098-102. doi: 10.1177/0301006615596692. Epub 2015 Aug 14.","Novikova EG","Perception","2015","2015/11/13","","","10.1177/0301006615596692"
"20377292","Investigating task-dependent top-down effects on overt visual attention","Betz T, Kietzmann TC, Wilming N, König P.","J Vis. 2010 Mar 29;10(3):15.1-14. doi: 10.1167/10.3.15.","Betz T","J Vis","2010","2010/04/10","","","10.1167/10.3.15"
"22820455","Parafoveal semantic information extraction in traditional Chinese reading","Tsai JL, Kliegl R, Yan M.","Acta Psychol (Amst). 2012 Sep;141(1):17-23. doi: 10.1016/j.actpsy.2012.06.004. Epub 2012 Jul 20.","Tsai JL","Acta Psychol (Amst)","2012","2012/07/24","","","10.1016/j.actpsy.2012.06.004"
"21826403","The difficult mountain: enriched composition in adjective-noun phrases","Frisson S, Pickering MJ, McElree B.","Psychon Bull Rev. 2011 Dec;18(6):1172-9. doi: 10.3758/s13423-011-0142-5.","Frisson S","Psychon Bull Rev","2011","2011/08/10","PMC3310375","NIHMS363344","10.3758/s13423-011-0142-5"
"23744668","Proportional hazards modeling of saccadic response times during reading","Nilsson M, Nivre J.","Top Cogn Sci. 2013 Jul;5(3):541-63. doi: 10.1111/tops.12033. Epub 2013 Jun 6.","Nilsson M","Top Cogn Sci","2013","2013/06/08","","","10.1111/tops.12033"
"20409538","Parafoveal processing during reading is reduced across a morphological boundary","Drieghe D, Pollatsek A, Juhasz BJ, Rayner K.","Cognition. 2010 Jul;116(1):136-42. doi: 10.1016/j.cognition.2010.03.016. Epub 2010 Apr 20.","Drieghe D","Cognition","2010","2010/04/23","PMC2882501","NIHMS198411","10.1016/j.cognition.2010.03.016"
"23249710","Binocular coordination of saccades during reading in strabismic children","Lions C, Bui-Quoc E, Seassau M, Bucci MP.","Invest Ophthalmol Vis Sci. 2013 Jan 21;54(1):620-8. doi: 10.1167/iovs.12-10526.","Lions C","Invest Ophthalmol Vis Sci","2013","2012/12/20","","","10.1167/iovs.12-10526"
"21707210","In search of on-line locality effects in sentence comprehension","Bartek B, Lewis RL, Vasishth S, Smith MR.","J Exp Psychol Learn Mem Cogn. 2011 Sep;37(5):1178-98. doi: 10.1037/a0024194.","Bartek B","J Exp Psychol Learn Mem Cogn","2011","2011/06/29","","","10.1037/a0024194"
"27504682","Chinese readers can perceive a word even when it's composed of noncontiguous characters","Ma G, Pollatsek A, Li Y, Li X.","J Exp Psychol Learn Mem Cogn. 2017 Jan;43(1):158-166. doi: 10.1037/xlm0000298. Epub 2016 Aug 8.","Ma G","J Exp Psychol Learn Mem Cogn","2017","2016/08/10","","","10.1037/xlm0000298"
"26151101","Neural correlates of fixation duration in natural reading: Evidence from fixation-related fMRI","Henderson JM, Choi W, Luke SG, Desai RH.","Neuroimage. 2015 Oct 1;119:390-7. doi: 10.1016/j.neuroimage.2015.06.072. Epub 2015 Jul 4.","Henderson JM","Neuroimage","2015","2015/07/08","","","10.1016/j.neuroimage.2015.06.072"
"23850599","Neglect dyslexia: a matter of ""good looking""","Primativo S, Arduino LS, De Luca M, Daini R, Martelli M.","Neuropsychologia. 2013 Sep;51(11):2109-19. doi: 10.1016/j.neuropsychologia.2013.07.002. Epub 2013 Jul 10.","Primativo S","Neuropsychologia","2013","2013/07/16","","","10.1016/j.neuropsychologia.2013.07.002"
